title,release_date,tagline
The Edge,9/6/97,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other."
Surrogates,9/24/09,How do you save humanity when the only thing that's real is you?
Thirteen Days,12/24/00,You'll never believe how close we came
Daylight,12/6/96,No air. No escape. No time.
Walking With Dinosaurs,12/18/13,The Greatest Adventure in 70 Million Years
Battlefield Earth,5/10/00,Take Back The Planet
Looney Tunes: Back in Action,11/14/03,Real life has never been so animated.
Nine,12/3/09,"This Holiday Season, Be Italian"
Timeline,11/26/03,They had to travel into the past to save the future
The Postman,12/25/97,The year is 2013. One man walked in off the horizon and hope came with him.
Babe: Pig in the City,11/25/98,This little pig went to the city...
The Last Witch Hunter,10/21/15,Hunt forever.
Red Planet,11/10/00,Not A Sound. Not A Warning. Not A Chance. Not Alone.
Arthur and the Invisibles,12/13/06,Adventure awaits in your own backyard.
Oceans,10/17/09,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.
A Sound of Thunder,5/15/05,Some Rules Should Never Be Broken.
Pompeii,2/18/14,No warning. No escape.
Top Cat Begins,10/30/15,
A Beautiful Mind,12/11/01,I need to believe that something extra ordinary is possible...
The Lion King,6/23/94,Life's greatest adventure is finding your place in the Circle of Life.
Journey 2: The Mysterious Island,1/19/12,Believe the Impossible. Discover the Incredible.
Cloudy with a Chance of Meatballs 2,9/26/13,Something big was leftover.
Red Dragon,9/29/02,Before the Silence.
Hidalgo,3/5/04,Unbridled. Unbroken. Unbeaten.
Jack and Jill,11/11/11,His twin sister is coming for the holidays... ...and it ain't pretty.
2 Fast 2 Furious,6/5/03,How Fast Do You Want It?
The Little Prince,7/29/15,Growing up isn't the problem... forgetting is.
The Invasion,8/17/07,Do not trust anyone. Do not show emotion. Do not fall asleep.
The Adventures of Rocky & Bullwinkle,6/30/00,This summer it's not the same old bull.
The Secret Life of Pets,6/18/16,Think this is what they do all day?
The League of Extraordinary Gentlemen,7/11/03,The power of seven become a league of one.
Despicable Me 2,6/25/13,Back 2 Work
Independence Day,6/25/96,Earth. Take a good look. It might be your last.
The Lost World: Jurassic Park,5/23/97,Something has survived.
Madagascar,5/25/05,Someone's got a zoo loose.
Children of Men,9/22/06,The future's a thing of the past.
X-Men,7/13/00,Evolution Begins
Wanted,6/19/08,Choose your destiny.
The Rock,6/6/96,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.
Ice Age: The Meltdown,3/23/06,The Ice age is melting away.
50 First Dates,2/13/04,Imagine having to win over the girl of your dreams... every friggin' day.
Hairspray,7/13/07,"When you follow your own beat, the world will follow you."
Exorcist: The Beginning,8/20/04,Go back to where the horror began.
Inspector Gadget,7/23/99,The greatest hero ever assembled.
Now You See Me,5/29/13,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.
Grown Ups,6/24/10,Boys will be boys. . . some longer than others.
The Terminal,6/17/04,Life is waiting.
Hotel for Dogs,1/16/09,No stray gets turned away.
Vertical Limit,12/8/00,The Mountain Will Decide.
Charlie Wilson's War,12/19/07,Based on a true story. You think we could make all this up?
Shark Tale,9/20/04,The story of what happens when one little fish tells a great white lie...
Dreamgirls,12/25/06,One Dream Will Change Everything
Be Cool,3/4/05,Everyone is looking for the next big hit
Munich,12/22/05,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.
Tears of the Sun,3/7/03,He was trained to follow orders. He became a hero by defying them.
Killers,6/4/10,Perfect wife. Perfect target.
The Man from U.N.C.L.E.,8/13/15,Saving the world never goes out of style.
Spanglish,12/17/04,Every family has a hero.
Monster House,7/21/06,The House is . . . ALIVE!
Bandits,10/12/01,"Two's company, three's a crime."
First Knight,7/7/95,Their greatest battle would be for her love.
Anna and the King,12/16/99,
Immortals,11/10/11,The Gods need a hero.
Hostage,3/9/05,Every Second Counts
Titan A.E.,6/16/00,"When Earth Ends, The Adventure Begins."
Hollywood Homicide,6/9/03,
Soldier,10/23/98,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight"
Carriers,9/4/09,"The rules are simple. You break them, you die..."
Monkeybone,2/23/01,"If It Yells, If It Swings, It's Got To Be Monkeybone!"
Flight of the Phoenix,12/17/04,"Out of the ashes, hope will rise."
Unbreakable,11/13/00,Some things are only revealed by accident.
Minions,6/17/15,"Before Gru, they had a history of bad bosses"
Sucker Punch,3/24/11,You will be unprepared
Snake Eyes,8/7/98,Believe everything except your eyes.
Sphere,2/13/98,"A thousand feet beneath the sea, the blackest holes are in the mind..."
The Angry Birds Movie,5/11/16,Why so angry?
Fool's Gold,2/7/08,This February True Love Takes a Dive.
Funny People,7/31/09,"George Simmons was prepared to die, but then a funny thing happened."
The Kingdom,8/22/07,How do you stop an enemy who isn't afraid to die?
Talladega Nights: The Ballad of Ricky Bobby,8/4/06,The story of a man who could only count to #1
Dr. Dolittle 2,6/22/01,The doctor is in again.
Braveheart,5/24/95,Every man dies. Not every man truly lives.
Jarhead,11/4/05,Welcome to the suck.
The Simpsons Movie,7/25/07,See our family. And feel better about yours.
The Majestic,12/21/01,Sometimes your life comes into focus one frame at a time.
Driven,4/27/01,Get ready for the race of your life.
Two Brothers,4/7/04,"Two infant tiger cubs, separated from their parents and each other."
The Village,7/30/04,There is no turning back
Doctor Dolittle,6/22/98,He doesn't just talk to the animals!
Signs,8/2/02,It’s not like they didn’t warn us.
Shrek 2,5/19/04,Once upon another time...
Cars,6/8/06,Ahhh... it's got that new movie smell.
Runaway Bride,7/30/99,Catch her if you can.
xXx,8/9/02,A New Breed Of Secret Agent.
The SpongeBob Movie: Sponge Out of Water,2/5/15,He's leaving his world behind.
Ransom,11/8/96,Someone is going to pay.
Inglourious Basterds,8/18/09,Once upon a time in Nazi occupied France...
Hook,12/11/91,What if Peter Pan grew up?
Die Hard 2,7/2/90,Die Harder
S.W.A.T.,8/8/03,You're either S.W.A.T. or you're not.
Vanilla Sky,12/10/01,"Forget everything you know, and open your eyes."
Lady in the Water,7/21/06,Time is running out for a happy ending.
AVP: Alien vs. Predator,8/12/04,Whoever wins... We lose
Alvin and the Chipmunks: The Squeakquel,12/21/09,The Boys are back in town... and they have competition.
We Were Soldiers,3/1/02,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.
Olympus Has Fallen,3/20/13,When our flag falls our nation will rise.
Star Trek: Insurrection,12/10/98,The battle for paradise has begun.
Battle: Los Angeles,3/8/11,It's not war. It's survival.
Big Fish,12/25/03,An adventure as big as life itself.
Wolf,6/17/94,The animal is out.
War Horse,12/25/11,Separated by War. Tested by Battle. Bound by Friendship.
The Monuments Men,1/24/14,It was the greatest art heist in history
The Abyss,8/9/89,"There's everything you've ever known about adventure, and then there's The Abyss."
Wall Street: Money Never Sleeps,9/2/10,Gordon never gives up.
Dracula Untold,10/1/14,Every bloodline has a beginning
The Siege,11/6/98,On November 6th our freedom is history
Stardust,8/9/07,This Summer A Star Falls. The Chase Begins.
Seven Years in Tibet,9/12/97,At the end of the world his real journey began.
The Dilemma,1/13/11,Two best friends. Nothing could come between them... or could it?
Bad Company,6/7/02,Two Mismatched Partners. One Messed Up Case!
Doom,10/20/05,No one gets out alive.
I Spy,10/31/02,Attitude meets espionage.
Underworld: Awakening,1/19/12,Vengeance Returns
Rock of Ages,6/13/12,Nothin' but a good time
Hart's War,2/15/02,"Beyond Courage, Beyond Honor."
Killer Elite,9/23/11,May the best man live.
Rollerball,2/8/02,Go Ballistic
Ballistic: Ecks vs. Sever,9/20/02,
Hard Rain,1/16/98,"In the worst storm in living memory, one guard stands between five men and three million dollars."
Osmosis Jones,8/7/01,Every BODY needs a hero
Legends of Oz: Dorothy's Return,6/13/13,There's trouble in OZ...
Blackhat,1/13/15,We are no longer in control.
Sky Captain and the World of Tomorrow,9/17/04,Who will save us?
Basic Instinct 2,3/29/06,Everything interesting begins in the mind
Escape Plan,10/9/13,No one breaks out alone.
The Legend of Hercules,1/10/14,Every Man Has a Destiny
The Sum of All Fears,5/31/02,"27,000 nuclear weapons. One is missing."
The Twilight Saga: Eclipse,6/23/10,It all begins ... With a choice.
The Score,7/13/01,There are no partners in crime
Despicable Me,7/8/10,Superbad. Superdad.
Money Train,11/21/95,"Get on, or GET OUT THE WAY!"
Ted 2,6/25/15,"Ted is Coming, Again."
Agora,5/17/09,"Alexandria, Egypt. 391 A.D. The World Changed Forever."
Mystery Men,8/6/99,"We're not your classic heroes, we're the other guys."
Hall Pass,2/25/11,"One Week, No Rules"
The Insider,10/28/99,Two men driven to tell the truth... whatever the cost.
The Finest Hours,1/25/16,"32 survivors, room for 12."
Body of Lies,10/10/08,Trust no one. Deceive everyone.
Dinner for Schmucks,7/30/10,Takes One To Know One.
Abraham Lincoln: Vampire Hunter,6/20/12,Are you a patriot or a vampire?
Entrapment,4/29/99,The trap is set.
The X Files,6/19/98,Fight the Future
The Last Legion,4/19/07,The end of an empire...the beginning of a legend.
Saving Private Ryan,7/24/98,The mission is a man.
Need for Speed,3/13/14,For honor. For love. For redemption.
What Women Want,12/15/00,He has the power to hear everything women are thinking. Finally... a man is listening.
Ice Age,3/10/02,They came. They thawed. They conquered.
Dreamcatcher,3/21/03,A circle of friendship. A web of mystery. A pattern of fear.
Lincoln,11/9/12,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come."
The Matrix,3/30/99,Welcome to the Real World.
Apollo 13,6/30/95,"Houston, we have a problem."
The Santa Clause 2,10/31/02,What's Christmas Fun without some Reindeer Games?
Les Misérables,12/18/12,Fight. Dream. Hope. Love.
You've Got Mail,12/17/98,Someone you pass on the street may already be the love of your life.
Step Brothers,7/25/08,They grow up so fast.
The Mask of Zorro,7/16/98,No one has seen his face... but everyone ... knows this mark.
Due Date,11/4/10,Leave Your Comfort Zone
Unbroken,12/25/14,Survival. Resilience. Redemption.
Space Cowboys,7/31/00,Space will never be the same.
Cliffhanger,5/28/93,The height of adventure.
Broken Arrow,2/9/96,Prepare to Go Ballistic.
The Kid,7/7/00,Nobody ever grows up quite like they imagined.
World Trade Center,8/9/06,The world saw evil that day. Two men saw something else.
Mona Lisa Smile,12/19/03,"In a world that told them how to think, she showed them how to live."
The Dictator,5/15/12,kurd
Eyes Wide Shut,7/14/99,Cruise. Kidman. Kubrick.
Annie,12/19/14,It's a Hard Knock Life
Focus,2/25/15,Never Drop The Con.
This Means War,2/14/12,It's SPY Against SPY
Blade: Trinity,12/8/04,The final hunt begins.
Red Dawn,8/10/84,
Primary Colors,3/20/98,What went down on the way to the top.
Resident Evil: Retribution,9/12/12,The Ultimate Battle Begins
Death Race,8/22/08,Get ready for a killer race.
The Long Kiss Goodnight,10/11/96,What's forgotten is not always gone.
Proof of Life,12/8/00,
Zathura: A Space Adventure,11/6/05,Adventure Is Waiting
Fight Club,10/15/99,Mischief. Mayhem. Soap.
We Are Marshall,12/12/06,From the ashes we rose.
Hudson Hawk,5/23/91,Danger is his middle name.
Lucky Numbers,10/27/00,When they put their heads together... it's a no brainer.
"I, Frankenstein",1/22/14,"In the battle between good and evil, an immortal holds the key"
Oliver Twist,9/23/05,
Elektra,1/13/05,Looks can kill
Sin City: A Dame to Kill For,8/20/14,There is no justice without sin.
Random Hearts,10/8/99,In a perfect world...they never would have met.
Everest,9/10/15,The Storm Awaits.
Perfume: The Story of a Murderer,9/13/06,Based on the best-selling novel
Austin Powers in Goldmember,7/26/02,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!
Astro Boy,10/15/09,Have a blast.
Jurassic Park,6/11/93,An adventure 65 million years in the making.
Wyatt Earp,6/24/94,The epic story of love and adventure in a lawless land.
Clear and Present Danger,8/3/94,The war of drugs would lead him to the war of power.
Dragon Blade,2/19/15,When the Eagle meets the Dragon
Little Man,8/31/06,Big things come in small packages
U-571,4/20/00,Heroes are ordinary men who do extraordinary things in extraordinary times.
The American President,11/17/95,Why can't the most powerful man in the world have the one thing he wants most?
The Love Guru,6/20/08,His Karma is Huge
3000 Miles to Graceland,2/23/01,Crime Is King.
The Hateful Eight,12/25/15,No one comes up here without a damn good reason.
Blades of Glory,3/30/07,Kick Some Ice.
Hop,3/30/11,"Candy, chicks and rock 'n' roll."
300,12/9/06,"Spartans, prepare for glory!"
Meet the Fockers,12/22/04,Misery loves family.
Marley & Me,12/25/08,Heel the love.
The Green Mile,12/10/99,Miracles do happen.
Wild Hogs,3/2/07,A lot can happen on the road to nowhere.
Chicken Little,11/4/05,"When it comes to saving the world, it helps to be a little chicken."
Gone Girl,10/1/14,You don't know what you've got 'til it's...
The Bourne Identity,6/14/02,He was the perfect weapon until he became the target.
GoldenEye,11/16/95,No limits. No fears. No substitutes.
The General's Daughter,6/18/99,Go behind the lies.
The Truman Show,6/4/98,On the air. Unaware.
The Prince of Egypt,12/15/98,The Power Is Real.
Daddy Day Care,5/3/03,Who's your daddy?
2 Guns,8/2/13,"2 Guns, 1 Bank."
Cats & Dogs,7/4/01,Things Are Gonna Get Hairy!
The Italian Job,5/30/03,Get in. Get out. Get even.
Two Weeks Notice,12/19/02,Over. Done. Finished. A comedy about love at last glance.
Antz,10/2/98,Every ant has his day.
Couples Retreat,9/19/09,It may be paradise... but it's no vacation.
Days of Thunder,6/27/90,You can't stop the thunder.
Cheaper by the Dozen 2,12/21/05,Same Big Family... Even Bigger Adventure.
Maze Runner: The Scorch Trials,9/9/15,The Maze Was Just the Beginning.
Eat Pray Love,8/12/10,Let Yourself GO
The Family Man,12/12/00,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?"
RED,10/13/10,Still armed. Still dangerous. Still got it.
Any Given Sunday,12/16/99,Play or be Played.
The Horse Whisperer,5/14/98,
Collateral,8/4/04,It started like any other night.
